DLL Author Name,Authorized Name,DLL Work Record
"44885 : Hildegard, Saint","Hildegard, Saint",Exorcismus (82921)
"44886 : Hincmar, Archbishop of Reims","Hincmar, Archbishop of Reims",De cavendis vitiis et virtutibus exercendis (82926)
"44886 : Hincmar, Archbishop of Reims","Hincmar, Archbishop of Reims",De divortio Lotharii regis et Theutbergae reginae (82927)
"44886 : Hincmar, Archbishop of Reims","Hincmar, Archbishop of Reims",De ordine palatii (82928)
"44886 : Hincmar, Archbishop of Reims","Hincmar, Archbishop of Reims",De villa Novilliaco (82929)
"44886 : Hincmar, Archbishop of Reims","Hincmar, Archbishop of Reims",Vita Remigii (82930)
"44886 : Hincmar, Archbishop of Reims","Hincmar, Archbishop of Reims",Vita Remigii. Epistula ad fratres Casinenses (82931)
"44886 : Hincmar, Archbishop of Reims","Hincmar, Archbishop of Reims",De praedestinatione contra Godeschalcum (82932)
"44886 : Hincmar, Archbishop of Reims","Hincmar, Archbishop of Reims",Epistula ad Carolum regem (82933)
"44886 : Hincmar, Archbishop of Reims","Hincmar, Archbishop of Reims",Annales Bertiniani. Pars III. (82922)
"44886 : Hincmar, Archbishop of Reims","Hincmar, Archbishop of Reims",Capitula 1-5 (82923)
"44886 : Hincmar, Archbishop of Reims","Hincmar, Archbishop of Reims",Carmina (82924)
"44886 : Hincmar, Archbishop of Reims","Hincmar, Archbishop of Reims",Collectio de ecclesiis et capellis (82925)
"44890 : Honorius, of Autun, approximately 1080-approximately 1156","Honorius, of Autun, approximately 1080-approximately 1156",De apostatis (82934)
"44890 : Honorius, of Autun, approximately 1080-approximately 1156","Honorius, of Autun, approximately 1080-approximately 1156",De offendiculo (82935)
"44890 : Honorius, of Autun, approximately 1080-approximately 1156","Honorius, of Autun, approximately 1080-approximately 1156",Imago mundi (82936)
"44890 : Honorius, of Autun, approximately 1080-approximately 1156","Honorius, of Autun, approximately 1080-approximately 1156",Summa Gloria (82937)
"44890 : Honorius, of Autun, approximately 1080-approximately 1156","Honorius, of Autun, approximately 1080-approximately 1156",Summa totius (82938)
"44892 : Honorius I, Pope","Honorius I, Pope",Documenta Varia (82939)
"44892 : Honorius I, Pope","Honorius I, Pope",Epistolae (82940)
"44893 : Hormisdas, Pope","Hormisdas, Pope",Epistola Per Universas Provincias (80772)
"44893 : Hormisdas, Pope","Hormisdas, Pope",Epistolae et Decreta (80773)
"44893 : Hormisdas, Pope","Hormisdas, Pope",Epistulae ad Hormisdam datae et alia documenta (80774)
"44893 : Hormisdas, Pope","Hormisdas, Pope",Epistulae quas misit Hormisdas et alia documenta (80775)
44895 : Hrotsvitha,Hrotsvitha,Opera (82941)
44895 : Hrotsvitha,Hrotsvitha,Dulcitius (82942)
"44896 : Hucbald, of Saint Amand","Hucbald, of Saint Amand",Vita Sancti Lebuini (82943)
"44897 : Hugo Primas, Aurelianensis","Hugo Primas, Aurelianensis",Carmina (82944)
"44901 : Hugh, of Flavigny","Hugh, of Flavigny",Chronicon (82945)
"44905 : Humbertus, Cardinal","Humbertus, Cardinal",Adversus Simoniacos (82973)
44907 : Iacobus Diaconus,Iacobus Diaconus,Vita Sanctae Pelagiae (90848)
"44908 : Nepotianus, Januarius","Nepotianus, Januarius",Epitoma librorum Valerii Maximi (80776)
"44909 : Idatius, Bishop of Chaves","Idatius, Bishop of Chaves",Chronicon (80777)
"44909 : Idatius, Bishop of Chaves","Idatius, Bishop of Chaves",Descriptio Consulum Ex Quo Primum Ordinati Sunt [Codex Parisiensis] (80778)
"44910 : Ildephonsus, Saint","Ildephonsus, Saint",De cognitione baptismi et De itinere deserti (82980)
"44910 : Ildephonsus, Saint","Ildephonsus, Saint",De uirginitate sanctae Mariae (82981)
"44910 : Ildephonsus, Saint","Ildephonsus, Saint",De uiris illustribus (82982)
"44910 : Ildephonsus, Saint","Ildephonsus, Saint",Epistulae II ad Quiricum Barcinonensem (82983)
"44910 : Ildephonsus, Saint","Ildephonsus, Saint",Hymnus de sanctis Cosma et Damiano (inc. 'Plebs Deo dicata pollens') (82984)
"44910 : Ildephonsus, Saint","Ildephonsus, Saint",Hymnus de sancto Iohanne Baptista (inc. 'Puer hic sonat Iohannes') (82985)
"44913 : Innocent I, Pope","Innocent I, Pope","Appendix. Notitia. Epistolarum non exstantium, quae ad Innocentium attinent. (80779)"
"44913 : Innocent I, Pope","Innocent I, Pope",Decreta Ex Epistolis Excerpta (80780)
"44913 : Innocent I, Pope","Innocent I, Pope",Epistolae et Decreta (80781)
"44913 : Innocent I, Pope","Innocent I, Pope",Epistolae Sancto Innocentio attributae (80782)
"44914 : Cassian, John","Cassian, John",Conlationes (80783)
"44914 : Cassian, John","Cassian, John",De Incarnatione Domini Contra Nestorum (80784)
"44914 : Cassian, John","Cassian, John",Epistolas Castoris Aptensis Episcopi ad Cassianum Abbatem Massiliensem (80785)
"44914 : Cassian, John","Cassian, John",Institutiones (80786)
"44914 : Cassian, John","Cassian, John",Paucae Quaedam Sententiae Piam Interpretationem Desiderantes (80787)
"44916 : John, of Damascus, Saint","John, of Damascus, Saint",De fide orthodoxa (82989)
"44916 : John, of Damascus, Saint","John, of Damascus, Saint",Sermones in uenerabilem dormitionem supergloriosae Dominae nostrae Dei genetricis semperque uirginis Mariae in latinum translati ex codice Augiensi LXXX (82988)
"44917 : John IV, Pope","John IV, Pope",Epistolae (83079)
"44922 : Biclara, João de","Biclara, João de",Chronicum Continuans Ubi Victor Desinit (82987)
"44923 : John II, Pope","John II, Pope",Epistulae III (80788)
"44924 : John III, Pope","John III, Pope",Epistola Ad Episcopos Germaniae Et Galliae (80789)
"44924 : John III, Pope","John III, Pope",Epistola Ad Eraldum Viennae Antistitem (80790)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",De fide catholica contra Iudaeos (83054)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",De viris illustribus (83021)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",De natura rerum (83055)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Differentiarum libri duo (83022)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Etymologiarum siue Originum libri XX (83056)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Epistolae decretales (83023)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Mappa mundi (Vat. lat. 6018) (83057)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Epistolae (83024)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Mysticorum expositiones sacramentorum seu Quaestiones in Vetus Testamentum (83058)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Excerpta canonum (83025)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Regula monachorum (83059)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Liber numerorum in sanctis Scripturis occurrentium (83026)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint","Dedicatio historiarum Gothorum, Vandalorum, Sueborum ad Sisenandum regem (84196)"
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Sententiae (83060)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Prooemia in libros veteris ac novi Testamenti (83027)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Synonyma (83028)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Chronica regum visigothorum (dub.) (83029)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Historia Gothorum (83061)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Expositio in Canticum Canticorum Salomonis (dub.) (83030)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Historia Suevorum (83062)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",De conflictu vitiorum et virtutum (dub.) (83031)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Historia Wandalorum (83063)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Expositio in missa (dub.) (83032)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Appendix Ad Libros Regum (83033)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Exhortatio humilitatis (dub.) (83034)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Testimonia divinae scripturae et patrum (dub.) (83035)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Sermones (dub.) (83036)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",De ecclesiasticis dogmatibus (dub.) (83037)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Sententiae differentiarum de activa vita atque contemplativa (83038)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Exhortatio poenitendi cum consolatione et misericordia Dei (dub.) (83039)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Lamentum poenitantiae (dub.) (83040)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Oratio contra insidias Diaboli (dub.) (83041)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Liber de ortu et obitu patrum (dub.) (83042)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Liber de Numeris (dub.) (83043)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Glossae in Sacram Scripturam (83044)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Liber Glossarum (83046)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Allegoriae quaedam sanctae Scripturae uel De nominibus legis et euangelii (83047)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Carmina (83048)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint","Differentiarum, sive de Proprietate Sermonum, Liber (Appendix XXIII) (90849)"
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Chronicon (A. D. 615–616) (83049)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Sententiarum liber quartus (appendix ix) (dub.) (90850)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Chronicon (A. D. 626) (83050)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",Concilia (83017)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",De differentiis rerum siue Differentiae theologicae uel spiritales (83051)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",De ordine creaturarum (83018)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",De differentiis uerborum (83052)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",De ortu et obitu Patrum (83019)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",De ecclesiasticis officiis (83053)
"44926 : Isidore, of Seville, Saint","Isidore, of Seville, Saint",De veteri et novo Testamento quaestiones (83020)
"44928 : Exuperantius, Julius","Exuperantius, Julius",Opusculum (Breviarium) (80791)
"44929 : Obsequens, Julius","Obsequens, Julius",Prodigiorum libri quae exstant (80792)
"44930 : Paris, Julius","Paris, Julius",Iulii Valerii Epitome (80793)
"44931 : Severianus, Julius","Severianus, Julius",Praecepta Artis Rhetoricae (80794)
"44932 : Valerius, Julius","Valerius, Julius",Res gestae Alexandri Macedonis (84197)
"44932 : Valerius, Julius","Valerius, Julius",Carmina (80795)
"44933 : Junilius, Africanus, active 6th century","Junilius, Africanus, active 6th century",Instituta Regularia Divinae Legis (80797)
"44934 : Justinian I, Emperor of the East","Justinian I, Emperor of the East",Codex Justinianus (80799)
"44934 : Justinian I, Emperor of the East","Justinian I, Emperor of the East",Corpus Iuris Civilis (80800)
"44934 : Justinian I, Emperor of the East","Justinian I, Emperor of the East",Epistola Ad Sergium Papam (80801)
"44934 : Justinian I, Emperor of the East","Justinian I, Emperor of the East",Institutiones (80803)
"44934 : Justinian I, Emperor of the East","Justinian I, Emperor of the East",Lex que data est pro debitoribus in Italia et Sicilia (80804)
"44934 : Justinian I, Emperor of the East","Justinian I, Emperor of the East",Liber Adversus Origenem (80805)
"44934 : Justinian I, Emperor of the East","Justinian I, Emperor of the East",Novellae (80806)
"44934 : Justinian I, Emperor of the East","Justinian I, Emperor of the East",Pragmatica sanctio (80807)
"44934 : Justinian I, Emperor of the East","Justinian I, Emperor of the East",Digesta Iustiniani (87555)
"44934 : Justinian I, Emperor of the East","Justinian I, Emperor of the East",Adversus Nonnullos. Impium Theodorum Atque Iniqua Ejus Dogmata (80798)
"44935 : Justinus, Marcus Junianus","Justinus, Marcus Junianus",Epitoma historiarum Philippicarum Pompei Trogi (80808)
"44935 : Justinus, Marcus Junianus","Justinus, Marcus Junianus",Prologi historiarum Philippicarum Pompei Trogi (80809)
"44936 : Justus, of Urgell","Justus, of Urgell",In Cantica Canticorum Salomonis Explicatio Mystica (80802)
"44937 : Ivo, Saint, Bishop of Chartres","Ivo, Saint, Bishop of Chartres",Epistolae ad litem investiturarum spectantes (83074)
"44941 : John Chrysostom, Saint, -407","John Chrysostom, Saint, -407",De Reparatione Lapsi (80810)
"44944 : John, the Deacon of Rome","John, the Deacon of Rome",Versiculi de cena Cypriani (82996)
"44944 : John, the Deacon of Rome","John, the Deacon of Rome",Vita Gregorii Magni (83080)
"44945 : John I, Pope","John I, Pope",Epistolae (80811)
"44947 : Johannes, de Hauvilla, active 12th century","Johannes, de Hauvilla, active 12th century",Architrenius (83077)
"44951 : John, of Würzburg","John, of Würzburg",Peregrinatio (83007)
"44952 : Erigena, Johannes Scotus","Erigena, Johannes Scotus",Carmina ante Eriugenae translationem Maximi Confessoris operis positam quod 'Ambigua ad Iohannem' nuncupatur (82999)
"44952 : Erigena, Johannes Scotus","Erigena, Johannes Scotus",Commentarius in Euangelium Iohannis (83000)
"44952 : Erigena, Johannes Scotus","Erigena, Johannes Scotus",De diuina praedestinatione liber (83001)
"44952 : Erigena, Johannes Scotus","Erigena, Johannes Scotus",Epistula ad Karolum regem ante Eriugenae translationem Maximi Confessoris operis positam quod 'Ambigua ad Iohannem' nuncupatur (83002)
"44952 : Erigena, Johannes Scotus","Erigena, Johannes Scotus",Expositiones in hierarchiam caelestem (83003)
"44952 : Erigena, Johannes Scotus","Erigena, Johannes Scotus",Homilia super 'In principio erat uerbum' (83004)
"44952 : Erigena, Johannes Scotus","Erigena, Johannes Scotus",Periphyseon (83005)
"44952 : Erigena, Johannes Scotus","Erigena, Johannes Scotus",Periphyseon: marginalia (83006)
"44952 : Erigena, Johannes Scotus","Erigena, Johannes Scotus",De Divisione Natura (83078)
"44955 : Jonas, Bishop of Orléans","Jonas, Bishop of Orléans",De munere regio siue De institutione regia (83008)
"44955 : Jonas, Bishop of Orléans","Jonas, Bishop of Orléans",Translatio Huberti Leodiensis ad monasterium Andaginense anno 825 (83009)
"44955 : Jonas, Bishop of Orléans","Jonas, Bishop of Orléans",Vita Huberti Leodiensis (uita secunda) (83010)
"44955 : Jonas, Bishop of Orléans","Jonas, Bishop of Orléans",Translatio Sancti Hucberti episcopi Leodiensis (83011)
44956 : Jordanes,Jordanes,De origine actibusque Getarum (Getica) (80812)
44956 : Jordanes,Jordanes,De Regnorum ac Temporum Successione (80813)
44956 : Jordanes,Jordanes,De summa temporum vel origine actibusque gentis Romanorum  (Romana) (80814)
44956 : Jordanes,Jordanes,Getica (80815)
44956 : Jordanes,Jordanes,Romana (80816)
"44958 : Joseph, of Exeter","Joseph, of Exeter",Phrygii Daretis Ilias (83081)
"44959 : Joseph, Scotus","Joseph, Scotus",Carmina (83012)
"44960 : Iotsaldus, Cluniacensis","Iotsaldus, Cluniacensis",Planctus de transitu Odilonis (83013)
"44960 : Iotsaldus, Cluniacensis","Iotsaldus, Cluniacensis",Ritmus de Sancto Odilone (83014)
"44960 : Iotsaldus, Cluniacensis","Iotsaldus, Cluniacensis",Vita Odilonis (83015)
"44962 : Pomerius, Julianus","Pomerius, Julianus",De Vita Contemplativa Libri Tres (80817)
"44963 : Firmicus Maternus, Julius","Firmicus Maternus, Julius",De errore profanarum religionum (80818)
"44963 : Firmicus Maternus, Julius","Firmicus Maternus, Julius",Matheseos libri VIII (80819)
"44965 : Julius I, Pope","Julius I, Pope",Fragmenta Scriptorum SS Juliii I (80831)
"44965 : Julius I, Pope","Julius I, Pope",Monitum in Epistolam Marcellii Ancyrani ad Julium Papam (80832)
"44965 : Julius I, Pope","Julius I, Pope",Monumenta Genuina (80833)
"44965 : Julius I, Pope","Julius I, Pope",Admonitio in Epistolam Julii ad Dionysium Alexandrinum (80820)
"44965 : Julius I, Pope","Julius I, Pope",Decreta Decem Juxta Gratianum et Ivonem (80821)
"44965 : Julius I, Pope","Julius I, Pope",Epistola ad Antiochenos (80822)
"44965 : Julius I, Pope","Julius I, Pope","Epistola ad Presbyteros, Diaconos et Popolum Alexandriae (80823)"
"44965 : Julius I, Pope","Julius I, Pope",Epistola II Contra Orientales Pro Athanasio (80824)
"44965 : Julius I, Pope","Julius I, Pope",Epistola Increpatoria ad Orientales Episcopos Pro Causis Athanasii (80825)
"44965 : Julius I, Pope","Julius I, Pope",Epistola Juli Episcopi Romani ad Dionysium Alexandrinum Episcopum (80826)
"44965 : Julius I, Pope","Julius I, Pope",Epistola Orientalium ad SS Julium I Papam (80827)
"44965 : Julius I, Pope","Julius I, Pope",De Pedibus (90851)
"44965 : Julius I, Pope","Julius I, Pope",Epistola Synodi Sardiniacensis ad SS Julium I Papam (80828)
"44965 : Julius I, Pope","Julius I, Pope",Epistola Synodi Sardiniacensis ad SS Julium I Papam [ex Hilario] (80829)
"44965 : Julius I, Pope","Julius I, Pope",Epistolae (80830)
"44971 : Florus, Lucius Annaeus","Florus, Lucius Annaeus",Carmina (80834)
"44971 : Florus, Lucius Annaeus","Florus, Lucius Annaeus",carmina in Anthologia Latina (80835)
"44971 : Florus, Lucius Annaeus","Florus, Lucius Annaeus",epist. ad imperat. Hadrianum (80836)
"44971 : Florus, Lucius Annaeus","Florus, Lucius Annaeus",Epitome bellorum omnium annorum DCC (80837)
"44971 : Florus, Lucius Annaeus","Florus, Lucius Annaeus",Vergilius Orator an Poeta (80838)
"44972 : Columella, Lucius Junius Moderatus","Columella, Lucius Junius Moderatus",De Arboribus (80839)
"44972 : Columella, Lucius Junius Moderatus","Columella, Lucius Junius Moderatus",De Re Rustica (80840)
44973 : Lactantius,Lactantius,Aenigmata (80841)
44973 : Lactantius,Lactantius,Carmen de Pascha (80842)
44973 : Lactantius,Lactantius,Carmen de Passione Domini (80843)
44973 : Lactantius,Lactantius,De aue Phoenice (80844)
44973 : Lactantius,Lactantius,De Falsa Religione (80845)
44973 : Lactantius,Lactantius,De ira Dei (80846)
44973 : Lactantius,Lactantius,De mortibus persecutorum (80847)
44973 : Lactantius,Lactantius,De motibus animi (80848)
44973 : Lactantius,Lactantius,De opificio Dei (80849)
44973 : Lactantius,Lactantius,Diuinae Institutiones (80850)
44973 : Lactantius,Lactantius,Epitome diuinarum institutionum (80851)
44973 : Lactantius,Lactantius,Fragmenta (80852)
"44975 : Lambert, of Ardres","Lambert, of Ardres",Historia comitum Ghisnensium (-1203) (83083)
"44978 : Lambert, von Hersfeld","Lambert, von Hersfeld",Annales (83086)
"44978 : Lambert, von Hersfeld","Lambert, von Hersfeld",Libellus de institutione Hersfeldensis Ecclesiae (83087)
"44978 : Lambert, von Hersfeld","Lambert, von Hersfeld",Vita Lulli Moguntiacensis (83088)
"44979 : Landulf, of Milan","Landulf, of Milan",Historia Mediolanensis (83089)
"44981 : Lantbert, von Deutz","Lantbert, von Deutz",Miracula Heriberti (83091)
"44981 : Lantbert, von Deutz","Lantbert, von Deutz",Versus et Liturgica (83092)
"44981 : Lantbert, von Deutz","Lantbert, von Deutz",Vita Heriberti (83093)
"44982 : Pacatus Drepanius, Latinus","Pacatus Drepanius, Latinus",Panegyricus Theodosio Augusto Dictus (80853)
"44985 : Lawrence, of Liège ","Lawrence, of Liège ",Gesta episcoporum Virdunensium et abbatum Sancti Vitoni (1047-1144) (83102)
"44986 : Leander, Saint, Archbishop of Seville","Leander, Saint, Archbishop of Seville",De institutione uirginum et de contemptu mundi (80854)
