DLL Author Name,Authorized Name,DLL Work Record
"89512 : Bēssariōn, Cardinal, 1403-1472","Bēssariōn, Cardinal, 1403-1472",In calumniatorem Platonis libri quattuor (91402)
"89512 : Bēssariōn, Cardinal, 1403-1472","Bēssariōn, Cardinal, 1403-1472","Correctio librorum Platonis de legibus, Georgio Trapezuntio interprete (91403)"
89669 : Horatius Romanus,Horatius Romanus,Porcaria (91908)
"89693 : Godis, Petrus de","Godis, Petrus de",De coniuratione Porcaria dialogus (91916)
"89742 : Anaritius, -approximately 922","Anaritius, -approximately 922",In Decem Libros Priores Elementorum Euclides Commentari (90902)
"89759 : Paulus, Aegineta","Paulus, Aegineta",Liber de curatione egritudinum partium totius corporis (91907)
"89761 : Callistratus, active 3rd century-4th century","Callistratus, active 3rd century-4th century",Fragmenta (91206)
"89763 : Helenius Acro, active 2nd century","Helenius Acro, active 2nd century",Scholia in Horatium Pseudacroniana (dub.) (84239)
"89763 : Helenius Acro, active 2nd century","Helenius Acro, active 2nd century",Expositio et scholia in Epodon librum (dub.) (82103)
"89763 : Helenius Acro, active 2nd century","Helenius Acro, active 2nd century",Expositio in Carmen Saeculare (dub.) (82104)
"89763 : Helenius Acro, active 2nd century","Helenius Acro, active 2nd century",Expositio in Carmina (dub.) (82105)
"89763 : Helenius Acro, active 2nd century","Helenius Acro, active 2nd century",Expositio metrica (dub.) (82106)
"89763 : Helenius Acro, active 2nd century","Helenius Acro, active 2nd century",Scholia in De Arte Poetica (dub.) (82107)
"89763 : Helenius Acro, active 2nd century","Helenius Acro, active 2nd century",Scholia in Epistulas (dub.) (82108)
"89763 : Helenius Acro, active 2nd century","Helenius Acro, active 2nd century",Scholia in Sermones (dub.) (82109)
"89763 : Helenius Acro, active 2nd century","Helenius Acro, active 2nd century",Vita I (dub.) (82110)
"89763 : Helenius Acro, active 2nd century","Helenius Acro, active 2nd century",Vita II (dub.) (82111)
"89764 : Africanus, Sextus Caecilius, active 2nd century","Africanus, Sextus Caecilius, active 2nd century",Quaestiones (90903)
"89767 : Alberic, of Settefrati, 1101-1154?","Alberic, of Settefrati, 1101-1154?",De dictamine (90904)
"89767 : Alberic, of Settefrati, 1101-1154?","Alberic, of Settefrati, 1101-1154?",Sermo In Sanctam Scholaticam (90905)
"89768 : Alexander, of Tralles, approximately 525-approximately 605","Alexander, of Tralles, approximately 525-approximately 605",Alexandri Tralliani de medicina (practica) (dub.) (91202)
"89770 : Balbus, Lucius Cornelius","Balbus, Lucius Cornelius",Fragmenta (90906)
"89771 : Barthélemy, Nicolas, 1478-approximately 1535","Barthélemy, Nicolas, 1478-approximately 1535",Christus Xilonicus (90907)
"89772 : Boncompagno, da Signa, approximately 1165-approximately 1240","Boncompagno, da Signa, approximately 1165-approximately 1240",Breviloqium (90908)
"89773 : Cassius Longinus, Gaius, active 54 B.C.-42 B.C.","Cassius Longinus, Gaius, active 54 B.C.-42 B.C.",Iurisprudentia (90909)
"89774 : Cereta, Laura, 1469-1499","Cereta, Laura, 1469-1499",Epistulae (90910)
"89775 : Charlemagne, Emperor, 742-814","Charlemagne, Emperor, 742-814",Disputatio de rhetorica et de virtutibus (90911)
"89776 : Chrestien, Florent, 1541-1596","Chrestien, Florent, 1541-1596",Euripidis Cyclops (90912)
"89777 : Claudius, Emperor of Rome, 10 B.C.-54 A.D.","Claudius, Emperor of Rome, 10 B.C.-54 A.D.",Historia (90913)
"89777 : Claudius, Emperor of Rome, 10 B.C.-54 A.D.","Claudius, Emperor of Rome, 10 B.C.-54 A.D.",Oratio (90914)
"89778 : Clovis, King of the Franks, approximately 466-511","Clovis, King of the Franks, approximately 466-511",Praeceptum Ad Episcopos Post Bellum Gothicum (90915)
"89779 : Corbulo, Gnaeus Domitius, -67","Corbulo, Gnaeus Domitius, -67",Commentarii (90916)
"89780 : Flavianus, Remmius","Flavianus, Remmius",De Ponderibus et Mensuris (90917)
"89782 : Galba, Servius Sulpicius, Emperor of Rome, 3 B.C.-69 A.D.","Galba, Servius Sulpicius, Emperor of Rome, 3 B.C.-69 A.D.",Historiae (90918)
"89783 : Galerius, Emperor of Rome, approximately 260-313","Galerius, Emperor of Rome, approximately 260-313",Edictum Tolerationis (90919)
"89784 : Gallienus, Publius Licinius Egnatius, Emperor of Rome, 233?-268","Gallienus, Publius Licinius Egnatius, Emperor of Rome, 233?-268",Ludite (90920)
"89785 : Gaunilo, active 11th century","Gaunilo, active 11th century",Pro insipiente (90921)
"89786 : Gentili, Scipione, 1563-1616","Gentili, Scipione, 1563-1616",Nereus (90922)
"89786 : Gentili, Scipione, 1563-1616","Gentili, Scipione, 1563-1616",In L. Apulei Philosophi et Advocati Romani Apologiam Commentarius (91532)
89787 : Hegemonius,Hegemonius,Acta Archelai (90923)
89787 : Hegemonius,Hegemonius,Adversus haereses (dub.) (90379)
"89788 : Innocent VIII, Pope, 1432-1492","Innocent VIII, Pope, 1432-1492",De Litteris et Notis Juris / De Casis Littera (90924)
"89789 : Institoris, Heinrich, 1430-1505","Institoris, Heinrich, 1430-1505",Malleus maleficarum (90925)
"89790 : Lampridius, Aelius","Lampridius, Aelius",Commodus Antoninus Aeli Lampridi (dub.) (84150)
"89790 : Lampridius, Aelius","Lampridius, Aelius",Diadumenus Antoninus Aelii Lampridii (dub.) (84159)
"89790 : Lampridius, Aelius","Lampridius, Aelius",Aeli Lampridii Antoninus Heliogabalus (dub.) (84160)
"89790 : Lampridius, Aelius","Lampridius, Aelius",Alexander Severus Aeli Lampridii (dub.) (84161)
"89791 : Lucian, of Antioch, Saint, -312","Lucian, of Antioch, Saint, -312",Epistola Ad Omnem Ecclesiam (90926)
"89792 : Map, Walter, active 1200","Map, Walter, active 1200",Carmina (dub.) (91158)
"89792 : Map, Walter, active 1200","Map, Walter, active 1200",De nugis curialium (83694)
"89793 : Mark, Pope, -336","Mark, Pope, -336",Vita Operaque [Ex Labbaeo] (90927)
"89793 : Mark, Pope, -336","Mark, Pope, -336",Scripta dubiae auctoritatis (dub.) (91159)
"89794 : Maximus, Emperor of the West, -388","Maximus, Emperor of the West, -388",Epistola ad Siricum Papam (90928)
"89795 : Maximus, Marius, approximately 165-approximately 230","Maximus, Marius, approximately 165-approximately 230",De Vita Imperatorum (90929)
"89796 : Melissus, Paulus, 1539-1602","Melissus, Paulus, 1539-1602",Carmina (90930)
"89797 : Plancus, Lucius Munatius","Plancus, Lucius Munatius",Epistula ab L. Munatio Planco (91243)
"89797 : Plancus, Lucius Munatius","Plancus, Lucius Munatius",Oratio (90931)
"89798 : Pompey, the Great, 106 B.C.-48 B.C.","Pompey, the Great, 106 B.C.-48 B.C.",Epistulae a Gn. Pompeio Magno (91245)
"89798 : Pompey, the Great, 106 B.C.-48 B.C.","Pompey, the Great, 106 B.C.-48 B.C.",Orationes (90932)
"89800 : Rāzī, Abū Bakr Muḥammad ibn Zakarīyā, 865?-925?","Rāzī, Abū Bakr Muḥammad ibn Zakarīyā, 865?-925?",De Re Medicina (90933)
"89801 : Robert II, King of France, approximately 970-1031","Robert II, King of France, approximately 970-1031",Hymni  (90934)
"89802 : Rufus, of Ephesus","Rufus, of Ephesus",De Podagra (90935)
"89804 : Scheffer, Johannes Reichard, active approximately 1580","Scheffer, Johannes Reichard, active approximately 1580",Carmina (90936)
"89805 : Scultetus, Tobias, 1563-1620","Scultetus, Tobias, 1563-1620",Carmina (90937)
"89806 : Sergius, the Grammarian, active 515-517","Sergius, the Grammarian, active 515-517",Explanationem in Artem Donatem (90938)
"89807 : Sirmond, Jacques, 1559-1651","Sirmond, Jacques, 1559-1651",Historia Praedestinatiana Quibus Initiis Exorta (90939)
"89808 : Sixtus II, Pope, -258","Sixtus II, Pope, -258",Epistolae dubiae (dub.) (90940)
"89808 : Sixtus II, Pope, -258","Sixtus II, Pope, -258",Epistolae quae ad Sixtum II attinent (90941)
"89809 : Stephanus, de Borbone, -approximately 1261","Stephanus, de Borbone, -approximately 1261","Anecdotes historiques, le´gendes et apologues (90942)"
"89810 : Stigel, Johann, 1515-1562","Stigel, Johann, 1515-1562",Carmina (90943)
"89811 : Tamayo de Vargas, Tomás, 1588-1641","Tamayo de Vargas, Tomás, 1588-1641",Apospasmaton De Rebus Emeritensibus Ex Hispania Antiqua (90944)
"89812 : Theodosius, active 6th century","Theodosius, active 6th century",De Situ Terrae Sanctae (90945)
89813 : Drepanius Florus 5th century,Drepanius Florus 5th century,Psalmi Et Hymni (90946)
89814 : Lucius I. Pope ca. 3rd century,Lucius I. Pope ca. 3rd century,Decreta Ex Gratiano Desumpta (90947)
89814 : Lucius I. Pope ca. 3rd century,Lucius I. Pope ca. 3rd century,Epistola ad Galliae Atque Hispaniae Episcopos (90948)
89814 : Lucius I. Pope ca. 3rd century,Lucius I. Pope ca. 3rd century,Epistola Cypriani ad Lucium Papam (90949)
89815 : Samuel Aniensis -1179,Samuel Aniensis -1179,Summarii Temporum (90950)
"89816 : Vestricius Spurinna, Titus ca. 1st century","Vestricius Spurinna, Titus ca. 1st century",De contemptu saeculi (90951)
89817 : Johannes Diaconus Romanus ca. 5th/6th century,Johannes Diaconus Romanus ca. 5th/6th century,Epistola Ad Senarium Virum Illustrem (90952)
89818 : Fabius Rusticus,Fabius Rusticus,Historiae (90953)
89819 : Sulpicius Lupercus Serbastus Iunior 4. century,Sulpicius Lupercus Serbastus Iunior 4. century,Carmina (90954)
89820 : Bruttius,Bruttius,Historiae (90955)
89821 : Proterius Alexandrinus 454,Proterius Alexandrinus 454,Epistola Ad Leonem Papam (90956)
89822 : Vipstanus Messalla 1st century,Vipstanus Messalla 1st century,Historiae (90957)
89823 : Aelius Iunius Cordus 3rd century,Aelius Iunius Cordus 3rd century,Vitae (90958)
89824 : Appius Claudius Pulcher -48?,Appius Claudius Pulcher -48?,Grammatica? (90959)
89825 : Cluvius Rufus 1st century,Cluvius Rufus 1st century,Historiae   (90960)
89826 : Calbulus Poeta 5th or 5th/6th century,Calbulus Poeta 5th or 5th/6th century,Versus Paschales Prosodici (Edyll. I) (90961)
89827 : Antoninus Honoratus 437,Antoninus Honoratus 437,Epistola Consolatoria Ad Arcadium (90962)
"89828 : Dexter, Flavius Lucius 368-444","Dexter, Flavius Lucius 368-444",Apologeticus Contra Recentes Impugnatorem (90963)
"89828 : Dexter, Flavius Lucius 368-444","Dexter, Flavius Lucius 368-444",Chronicon Omnimodae Historiae (90964)
"89828 : Dexter, Flavius Lucius 368-444","Dexter, Flavius Lucius 368-444",Chronicum [Apologia Ad Lectorem] (90965)
"89828 : Dexter, Flavius Lucius 368-444","Dexter, Flavius Lucius 368-444",In Prophetiam Danielis De Quattuor Animalibus (90966)
"89829 : Aelius Paetus Catus, Sextus 2nd century?","Aelius Paetus Catus, Sextus 2nd century?",Fragmenta (Tripertita) (90967)
"89830 : Gundemar King of the Goths, King ca. 609/12","Gundemar King of the Goths, King ca. 609/12",Decretum De Ecclesia Toletana (90968)
"89831 : Coruncanius, Tiberius 254?-243?","Coruncanius, Tiberius 254?-243?",Iurisprudentia (90969)
89832 : Bonosus Poeta 5th or 5th/6th century,Bonosus Poeta 5th or 5th/6th century,Carmina (90970)
"89833 : Cosconius, Quintus 1st century?","Cosconius, Quintus 1st century?",Iuriprudentia (90971)
"89834 : Iunius Arulenus Rusticus, Quintus -93","Iunius Arulenus Rusticus, Quintus -93",Laudes Thraseae Paeti (90972)
89835 : Vatronius 2nd century?,Vatronius 2nd century?,Burra (90973)
89836 : Rusticus Presbyter 5th century,Rusticus Presbyter 5th century,Epistula ad Eucherium Lugdunensem‏ (90974)
89837 : Tanusius Geminus 1st century?,Tanusius Geminus 1st century?,Historia (90975)
"89838 : Felix, Flavius 5th or 5th/6th century","Felix, Flavius 5th or 5th/6th century",Carmina (90976)
89839 : Eucheria ca. 6th/7th century,Eucheria ca. 6th/7th century,Versus Eucheriae poetriae (90977)
89840 : Verus Ruthenensis ca. 614/26,Verus Ruthenensis ca. 614/26,Epistolae duae (90978)
89841 : Vulcacius Gallicanus ca. 3rd/4th century,Vulcacius Gallicanus ca. 3rd/4th century,Avidius Cassius Vulcacii Gallicani V.C. (dub.) (84149)
89842 : Magnetes,Magnetes,Apologia Evangeliorum Adversus Theostenem Ethnicum (fragmentum) (90979)
89843 : Florentinus Poeta 5th or 5th/6th century,Florentinus Poeta 5th or 5th/6th century,Carmina (90980)
89844 : Titius Aristo 1st/2nd century,Titius Aristo 1st/2nd century,Iurisprudentia (90981)
89845 : Sulpicius II. Bituricensis 615-647,Sulpicius II. Bituricensis 615-647,Vita (90983)
89845 : Sulpicius II. Bituricensis 615-647,Sulpicius II. Bituricensis 615-647,Epistolae tres (90982)
"89846 : Calpurnius Bibulus, Lucius -32?","Calpurnius Bibulus, Lucius -32?",Commentarii Bruti (90984)
"89847 : Ampius Balbus, Titus 1st century?","Ampius Balbus, Titus 1st century?",Fragmenta (90985)
89848 : Valens Mursiensis 430,Valens Mursiensis 430,Epistola Valentis et Ursacii ad Julium Papam (90986)
89849 : Pompeius Planta 1st century,Pompeius Planta 1st century,HIstoriae (90987)
89850 : Trebellius Pollio ca. 3rd/4. century,Trebellius Pollio ca. 3rd/4. century,Trebelli Pollionis Valeriani Duo (dub.) (84165)
89850 : Trebellius Pollio ca. 3rd/4. century,Trebellius Pollio ca. 3rd/4. century,Trebelli Pollionis Gallieni Duo (84166)
89850 : Trebellius Pollio ca. 3rd/4. century,Trebellius Pollio ca. 3rd/4. century,Trebelli Pollionis Tyranni Triginta (dub.) (84167)
89850 : Trebellius Pollio ca. 3rd/4. century,Trebellius Pollio ca. 3rd/4. century,Trebelli Pollionis Divus Claudius (dub.) (84168)
"89851 : Baebius Macer, Marcus ca. 1st/2nd century","Baebius Macer, Marcus ca. 1st/2nd century",Fragmenta (90988)
89853 : Avitus Bracarensis -440,Avitus Bracarensis -440,Epistola Ad Palchonium De Reliquiis Sancti Stephani  (90989)
89854 : Petrus Referendarius 5th or 5th/6th century,Petrus Referendarius 5th or 5th/6th century,Versus (90990)
89855 : Vincentius Poeta 5th or 5th/6th century,Vincentius Poeta 5th or 5th/6th century,Phaedrus (90991)
"89856 : Metellus, Quintus Caecilius Pius -v64","Metellus, Quintus Caecilius Pius -v64",Fragmenta in Macrobio (91240)
"89857 : Decimator, Heinrich 1544-1615","Decimator, Heinrich 1544-1615",Carmina (90992)
"89858 : Alcimus Alethius, Latinus 355","Alcimus Alethius, Latinus 355",Carmina  (90993)
"89859 : Aurunculeius Cotta, Lucius -v53","Aurunculeius Cotta, Lucius -v53",Fragmenta (90994)
89860 : Cato Africanus 5th century,Cato Africanus 5th century,Carmina (90995)
89861 : Vespa 2nd/4. century,Vespa 2nd/4. century,Iudicium coci et pistoris iudice Vulcano (90996)
89862 : Stephanus Abbas 4. or 6th century,Stephanus Abbas 4. or 6th century,Regula Ad Monachos (90997)
89862 : Stephanus Abbas 4. or 6th century,Stephanus Abbas 4. or 6th century,Stephani Abbatis Epistola Ad Sanctum Aunarium (90998)
89863 : Thomas of Celano 1190-1260,Thomas of Celano 1190-1260,Dies Irae (90999)
89864 : Veranus Cabellitanus -589,Veranus Cabellitanus -589,Sententia De Castitate Sacerdotum (91000)
89865 : Antonius Iulianus 2nd century,Antonius Iulianus 2nd century,De Iudaeis (91001)
89866 : Hosidius Geta ca. 2nd century,Hosidius Geta ca. 2nd century,Medea (91002)
89867 : Abbo Metensis ca. 627 - 643,Abbo Metensis ca. 627 - 643,Epistola ad Desiderium (91003)
"89868 : Cornelius Bocchus, Lucius 1st century B.C./1st century A.D.","Cornelius Bocchus, Lucius 1st century B.C./1st century A.D.",Historia (91004)
"89869 : Haslob, Michael 1540-1589","Haslob, Michael 1540-1589",Carmina (91005)
"89870 : Rekared II. King of the Visigoths, King -621","Rekared II. King of the Visigoths, King -621",Edictum De Confirmatione Concilii Toletani (91006)
89871 : Aemilius Parthenianus,Aemilius Parthenianus,Vitae Adfectatorum Tyrannidis (91007)
89872 : Aelius Maurus ca. 2nd/3rd century,Aelius Maurus ca. 2nd/3rd century,Fragmenta   (91008)
89873 : Aurelianus Festivus ca. ca. 3rd century,Aurelianus Festivus ca. ca. 3rd century,Fragmenta (91009)
89874 : Cornelius Capitolinus,Cornelius Capitolinus,Fragmenta (91010)
89875 : Eucolpius ca. 3rd century,Eucolpius ca. 3rd century,Vita Alexandri Severi (91011)
89876 : Caelestinus,Caelestinus,Historicum Fragmentum (91012)
89877 : Lollius Urbicus ca. 3rd century,Lollius Urbicus ca. 3rd century,Historia Sui Temporis (91013)
"89878 : Endelechius, Severus Sanctus ca. 4./5th century","Endelechius, Severus Sanctus ca. 4./5th century",Carmen Bucolicum De Virtute Signi Crocis Domini (91014)
89879 : Thomas Monumetensis ca. 1170,Thomas Monumetensis ca. 1170,Vita et Miracula S. Willelmi Nordovicensis (91015)
89880 : Prosperus Conversus Manichaeus,Prosperus Conversus Manichaeus,Anathematismi Et Fidei Catholicae Professio (91016)
89881 : Octavianus,Octavianus,Anthologia Latina XX (91017)
89882 : Acholius,Acholius,Acta (91018)
89883 : Gaius Sempronius Tuditanus,Gaius Sempronius Tuditanus,Annales (91019)
89883 : Gaius Sempronius Tuditanus,Gaius Sempronius Tuditanus,Magistratum (91020)
89884 : Septimius ,Septimius ,Vita Alexandri Severi (91021)
89885 : Statius Valens,Statius Valens,HIstoria Caesaris (91022)
89886 : Publius Volumius,Publius Volumius,Commentarii De Pugna Philippensi (91023)
89887 : Aurelius Romulus,Aurelius Romulus,Carmina (91024)
89888 : Avitus Gallonius,Avitus Gallonius,Allocutio Sponsalis (91025)
89889 : Rubellius Blandus,Rubellius Blandus,Historiae (91026)
89890 : Coronatus,Coronatus,Carmina (91027)
89890 : Coronatus,Coronatus,Locus Vergilianus (91028)
89891 : Deculo,Deculo,Fragmenta (91029)
89892 : Gaius Drusus,Gaius Drusus,Fragmenta (91030)
89893 : Lindinus Poeta 5th or 5th/6th century,Lindinus Poeta 5th or 5th/6th century,De Aetate (91031)
89894 : Mavortius,Mavortius,De Ecclesia /  Cento de ecclesiis  (91032)
89894 : Mavortius,Mavortius,Iudicium Paridis  (91033)
89895 : Munatius Rufus,Munatius Rufus,Liber De Catone Vticensi (91034)
89896 : Johannes Arelatensis,Johannes Arelatensis,Epistola Ad Virgines Monasterii Sanctae Mariae (91035)
"89897 : Actorius Naso, Marcus","Actorius Naso, Marcus",Historica fragmenta (91036)
89898 : Pardulus Laudunensis,Pardulus Laudunensis,Epistula ad Hincmarum Remensem (91037)
89899 : Eutropius Valentinus -600,Eutropius Valentinus -600,Epistola 'De Discrictione Monachorum Et Ruina Monasteriorum' (91038)
"89900 : Clodius Thrasea Paetus, Publius -66","Clodius Thrasea Paetus, Publius -66",De Vita Catonis Vticensis (91039)
"89901 : Sprenger, Jakob, 1436 or 1438-1495","Sprenger, Jakob, 1436 or 1438-1495",Malleus maleficarum (dub.) (91160)
"89902 : Nicholas, of Cusa, Cardinal, 1401-1464","Nicholas, of Cusa, Cardinal, 1401-1464",Autobiographia (91040)
"89903 : Jacopone, da Todi, 1230-1306","Jacopone, da Todi, 1230-1306",Stabat Mater (91041)
"89904 : Favorinus, of Arles, approximately 81-approximately 150","Favorinus, of Arles, approximately 81-approximately 150",Fragmenta (91042)
"89905 : Catiline, approximately 108 B.C.-62 B.C.","Catiline, approximately 108 B.C.-62 B.C.",Epistula ad Quintum Catulum (91043)
"89906 : Avicenna, 980-1037","Avicenna, 980-1037",Opera Philosophica (91044)
"89907 : Alexander, the Great, 356 B.C.-323 B.C.","Alexander, the Great, 356 B.C.-323 B.C.",Epistola Alexandri Macedonis Ad Aristotelem Magistruum suum de Itinere Suo Et De Situ Indiae (91046)
"90360 : Colle, Bartolomeo da","Colle, Bartolomeo da",Fragmenta Commentarii super Comoediam Dantis Aldigherii (90386)
"90361 : Merula, Giorgio, -1494","Merula, Giorgio, -1494","Vicecomitum Estensisque familiae veteris affinitatis, diuturnae amicitiae ac mutui praesidii memoria (90405)"
"90361 : Merula, Giorgio, -1494","Merula, Giorgio, -1494",Contra Philippum Beroaldum Bononiensem annotationes (90393)
"90362 : Pompilius, Paulus, 1454?-1491?","Pompilius, Paulus, 1454?-1491?",Latinum sermonem olim promiscuum fuisse (90400)
"90362 : Pompilius, Paulus, 1454?-1491?","Pompilius, Paulus, 1454?-1491?",De antiquitate linguae latinae (90391)
"90363 : Trivet, Nicholas, 1258?-1328","Trivet, Nicholas, 1258?-1328",Expositio Herculis Furentis (90396)
"90363 : Trivet, Nicholas, 1258?-1328","Trivet, Nicholas, 1258?-1328",Expositio L. Annaei Senecae Agamemnonis (90403)
90364 : Matthaeus Zuppardus ca. 1430,Matthaeus Zuppardus ca. 1430,Alfonseis (90399)
"90365 : Aldegati , Marcantonio","Aldegati , Marcantonio",Elegie (90385)
"90366 : De' Bambaglioli, Graziolo, approximately 1291-approximately 1340","De' Bambaglioli, Graziolo, approximately 1291-approximately 1340",Commento all'Inferno di Dante (90401)
"90367 : Beccadelli, Antonio, 1394-1471","Beccadelli, Antonio, 1394-1471",Alphonsi regis triumphus (90406)
"90367 : Beccadelli, Antonio, 1394-1471","Beccadelli, Antonio, 1394-1471",De dictis et factis Alphonsi regis (90392)
"90368 : Cantalicio, Giovanni Battista, -1515","Cantalicio, Giovanni Battista, -1515",Spectacula lucretiana (90394)
"90368 : Cantalicio, Giovanni Battista, -1515","Cantalicio, Giovanni Battista, -1515",Bucolica (90390)
"90369 : Epicuro, Marcantonio, 1472-1555","Epicuro, Marcantonio, 1472-1555",Epigrammata (90404)
"90370 : Filelfo, Francesco, 1398-1481","Filelfo, Francesco, 1398-1481",Epistola a Sforza Secondo (90395)
"90371 : Foglietta, Uberto, 1518-1581","Foglietta, Uberto, 1518-1581",De linguae latinae usu (90410)
"90372 : Foscolo, Ugo, 1778-1827","Foscolo, Ugo, 1778-1827",Ipercalisse (90408)
"90373 : Gambara, Lorenzo, approximately 1495-1585","Gambara, Lorenzo, approximately 1495-1585",Tractatio de perfectae poeseos ratione (90397)
"90374 : Leopardi, Giacomo, 1798-1837","Leopardi, Giacomo, 1798-1837",Elenchi di letture (90398)
"90374 : Leopardi, Giacomo, 1798-1837","Leopardi, Giacomo, 1798-1837",Carmina varia (1810) (90409)
"90374 : Leopardi, Giacomo, 1798-1837","Leopardi, Giacomo, 1798-1837",Esercitazioni latine (1809) (90384)
"90375 : Villani, Filippo, -1405?","Villani, Filippo, -1405?",Expositio seu comentum super ‘Comedia’ Dantis Allegherii (90389)
"90376 : Alighieri, Pietro, -1364","Alighieri, Pietro, -1364",Comentum super poema Comedie Dantis (I red.) (90387)
"90376 : Alighieri, Pietro, -1364","Alighieri, Pietro, -1364",Comentum super poema Comedie Dantis (III red.) (90388)
"90377 : Boiardo, Matteo Maria, 1440 or 1441-1494","Boiardo, Matteo Maria, 1440 or 1441-1494",Pastoralia (90402)
"90381 : Capitolinus, Julius, active 300","Capitolinus, Julius, active 300",Iuli Capitolini Antoninus Pius (dub.) (84146)
"90381 : Capitolinus, Julius, active 300","Capitolinus, Julius, active 300",Vita Marci Antonini Philosophi Iuli Capitolini (dub.) (84147)
"90381 : Capitolinus, Julius, active 300","Capitolinus, Julius, active 300",Iuli Capitolini Verus (dub.) (84148)
"90381 : Capitolinus, Julius, active 300","Capitolinus, Julius, active 300",Helvius Pertinax Iuli Capitolini (dub.) (84151)
"90381 : Capitolinus, Julius, active 300","Capitolinus, Julius, active 300",Vita Clodii Albini Iulii Capitolini (dub.) (84155)
"90381 : Capitolinus, Julius, active 300","Capitolinus, Julius, active 300",Opilius Macrinus Iuli Capitolini (dub.) (84158)
"90381 : Capitolinus, Julius, active 300","Capitolinus, Julius, active 300",Maximini Duo Iuli Capitolini (dub.) (84162)
"90381 : Capitolinus, Julius, active 300","Capitolinus, Julius, active 300",Gordiani Tres Iuli Capitolini (dub.) (84163)
"90381 : Capitolinus, Julius, active 300","Capitolinus, Julius, active 300",Maximus Et Balbinus Iuli Capitolini (dub.) (84164)
"90382 : Spartianus, Aelius","Spartianus, Aelius",Aelii Spartiani De Vita Hadriani (dub.) (84144)
"90382 : Spartianus, Aelius","Spartianus, Aelius",Aelii Spartiani Aelius (dub.) (84145)
"90382 : Spartianus, Aelius","Spartianus, Aelius",Didius Iulianus Aeli Spartiani (dub.) (84152)
"90382 : Spartianus, Aelius","Spartianus, Aelius",Aeli Spartiani Severus (dub.) (84153)
"90382 : Spartianus, Aelius","Spartianus, Aelius",Pescennius Niger Aeli Spartiani (dub.) (84154)
"90382 : Spartianus, Aelius","Spartianus, Aelius",Antoninus Caracallus Aeli Spartiani (dub.) (84156)
"90382 : Spartianus, Aelius","Spartianus, Aelius",Antoninus Geta Aeli Spartiani (dub.) (84157)
"90383 : Vopiscus, Flavius","Vopiscus, Flavius",Flavi Vopisci Syracusii Carus Et Carinus Et Numerianus (dub.) (84173)
"90383 : Vopiscus, Flavius","Vopiscus, Flavius",Flavi Vopisci Syracusii Divus Aurelianus (dub.) (84169)
"90383 : Vopiscus, Flavius","Vopiscus, Flavius",Flavi Vopisci Syracusii Tacitus (dub.) (84170)
"90383 : Vopiscus, Flavius","Vopiscus, Flavius",Flavi Vopisci Syracusii Probus (dub.) (84171)
"90383 : Vopiscus, Flavius","Vopiscus, Flavius",Flavi Vopisci Syracusii Quadrigae Tyrannorum (dub.) (84172)
"90383 : Vopiscus, Flavius, 90382 : Spartianus, Aelius, 90381 : Capitolinus, Julius, active 300, 89841 : Vulcacius Gallicanus ca. 3rd/4th century, 89850 : Trebellius Pollio ca. 3rd/4. century, 89790 : Lampridius, Aelius","Capitolinus, Julius, active 300",Scriptores Historiae Augustae (71002)
"90383 : Vopiscus, Flavius, 90382 : Spartianus, Aelius, 90381 : Capitolinus, Julius, active 300, 89841 : Vulcacius Gallicanus ca. 3rd/4th century, 89850 : Trebellius Pollio ca. 3rd/4. century, 89790 : Lampridius, Aelius","Lampridius, Aelius",Scriptores Historiae Augustae (71002)
"90383 : Vopiscus, Flavius, 90382 : Spartianus, Aelius, 90381 : Capitolinus, Julius, active 300, 89841 : Vulcacius Gallicanus ca. 3rd/4th century, 89850 : Trebellius Pollio ca. 3rd/4. century, 89790 : Lampridius, Aelius","Spartianus, Aelius",Scriptores Historiae Augustae (71002)
"90383 : Vopiscus, Flavius, 90382 : Spartianus, Aelius, 90381 : Capitolinus, Julius, active 300, 89841 : Vulcacius Gallicanus ca. 3rd/4th century, 89850 : Trebellius Pollio ca. 3rd/4. century, 89790 : Lampridius, Aelius",Trebellius Pollio ca. 3rd/4. century,Scriptores Historiae Augustae (71002)
"90383 : Vopiscus, Flavius, 90382 : Spartianus, Aelius, 90381 : Capitolinus, Julius, active 300, 89841 : Vulcacius Gallicanus ca. 3rd/4th century, 89850 : Trebellius Pollio ca. 3rd/4. century, 89790 : Lampridius, Aelius","Vopiscus, Flavius",Scriptores Historiae Augustae (71002)
"90383 : Vopiscus, Flavius, 90382 : Spartianus, Aelius, 90381 : Capitolinus, Julius, active 300, 89841 : Vulcacius Gallicanus ca. 3rd/4th century, 89850 : Trebellius Pollio ca. 3rd/4. century, 89790 : Lampridius, Aelius",Vulcacius Gallicanus ca. 3rd/4th century,Scriptores Historiae Augustae (71002)
90557 : Pentadius,Pentadius,Carmina (91047)
"90558 : Tiberianus, c. 4th century A.D.","Tiberianus, c. 4th century A.D.",Carmina (91048)
"90684 : Agrippina, Minor, 15-59","Agrippina, Minor, 15-59",Fragmenta (91049)
"90685 : Fulvius Nobilior, Marcus, approximately 230 B.C.-","Fulvius Nobilior, Marcus, approximately 230 B.C.-",Fragmenta (91050)
"90686 : Gellius Fuscus, c. 3rd Century A.D.","Gellius Fuscus, c. 3rd Century A.D.",Fragmenta (91051)
