Nid,DLL Author Record,Authorized Name,Author Name Latin,Author Name English,Author Name Native Language,Also known as,Other Alternative Name Form(s),Time Period,LoC Source,LofC URI,LoC ID,VIAF Source,PHI Author Name,Perseus Name,BNE Name,BNF Name,DNB Name,ICCU Name,ISNI Name,WorldCat Identity
44505,"44505 : Aimoin, de Fleury, approximately 960-approximately 1010","Aimoin, de Fleury, approximately 960-approximately 1010",Aimonus Floriacensis,Aimoin of Fleury,Aimoin de Fleury,,,Medieval,http://lccn.loc.gov/no2001027023,https://id.loc.gov/authorities/names/no2001027023,no2001027023,http://viaf.org/viaf/264880813,,,,Aimoin de Fleury 0965?-1010?,Aimonus Floriacensis ca. um 965 - ca. 1008,,Aimoinus -ca1010 Floriacensis,https://www.worldcat.org/identities/lccn-no2001027023
45015,"45015 : Airardus, of Vézelay","Airardus, of Vézelay",Airardus Viciliacensis,Airard of Vézelay,Airard de Vézelay,,,Medieval,,,,http://viaf.org/viaf/64201684,,,,Airardus Viciliacensis,,,,
89414,"89414 : Ajasson de Grandsagne, 1802-1845","Ajasson de Grandsagne, 1802-1845",,,,,,Neo-Latin,https://lccn.loc.gov/n88096424,http://id.loc.gov/authorities/names/n88096424,n88096424,https://viaf.org/viaf/35191344,,,,,,,,
45873,"45873 : Alan, of Farfa","Alan, of Farfa",Alanus Farfensis,"Alan, Abbot of Farfa",,,,Medieval,,,,http://viaf.org/viaf/2858601,,,,,Alanus de Farfa -770,,,
45872,"45872 : Alan, of Tewkesbury","Alan, of Tewkesbury",Alanus Cantuariensis,"Alan, Abbot of Tewkesbury","Alan, of Canterbury",,,Medieval,,,,http://viaf.org/viaf/69286128,,,,,,,,
44507,"44507 : Alanus, Altissiodorensis, Bishop of Auxerre","Alanus, Altissiodorensis, Bishop of Auxerre",Alanus Altissiodorensis,"Alain, Archbishop of Auxerre",Alain de Auxerre,,,Medieval,http://lccn.loc.gov/no00087586,https://id.loc.gov/authorities/names/no00087586,no00087586,http://viaf.org/viaf/42196669,,,,,Alanus Altissiodorensis -1183,,Alan von Auxerre Zisterzienserabt und Biograph Bernhards von Clairvaux,
52623,"52623 : Alanus, de Insulis","Alanus, de Insulis",Alanus ab Insulis,Alan of Lille,Alain de Lille,,,Medieval,https://lccn.loc.gov/n50035344,http://id.loc.gov/authorities/names/n50035344,n50035344,http://viaf.org/viaf/29676447,,"Alanus de Insulis, 1120-1202",,,,,,
89767,"89767 : Alberic, of Settefrati, 1101-1154?","Alberic, of Settefrati, 1101-1154?",Albericus Casinensis,,,,,Medieval,http://lccn.loc.gov/no2009194057,https://id.loc.gov/authorities/names/no2009194057,no2009194057,http://viaf.org/viaf/103253500,,"Alberic, of Settefrati, 1101-1154? (Alberic of Monte Cassino)",,Albéric du Mont-Cassin 1101?-1146?,Albericus de Settefrati ca. 1101-nach 1146,,Albéric du Mont-Cassin 1101?-1146?,https://www.worldcat.org/identities/lccn-no2009194057
90565,90565 : Alberico da Marcellise,Alberico da Marcellise,,,,,,,,,,http://viaf.org/viaf/304911898,,,,,,,,
45453,"45453 : Albert, of Aachen, active 11th-12th century","Albert, of Aachen, active 11th-12th century",Albertus Aquensis,Albert of Aix-la-Chapelle/Albert of Aachen,Albert d'Aix-la-Chapelle,,,Medieval,https://lccn.loc.gov/n2006069738,http://id.loc.gov/authorities/names/n2006069738,n2006069738,http://viaf.org/viaf/35250042/,,,,,,,,
44511,"44511 : Albert, of Paris","Albert, of Paris",Albertus Parisiensis,Albert of Paris,,,,Medieval,,,,http://viaf.org/viaf/190296937,,,,,Albertus Parisiensis,,,
70809,"70809 : Albert, von Stade, -approximately 1260","Albert, von Stade, -approximately 1260",Albertus Stadensis,Albert of Stade,Albert von Stade,,,Medieval,http://lccn.loc.gov/n90627004,https://id.loc.gov/authorities/names/n90627004,n90627004,http://viaf.org/viaf/64804829,,,,Albert de Stade 11..-1264?,Albertus Stadensis -1264,,Albert -approximately 1260 von Stade,https://www.worldcat.org/identities/lccn-n90627004
45450,"45450 : Albertano, da Brescia, active 13th century","Albertano, da Brescia, active 13th century",Albertanus Brixiensis,Albertanus of Brescia,Albertano da Brescia,,,Medieval,https://lccn.loc.gov/n86825133,http://id.loc.gov/authorities/names/n86825133,n86825133,http://viaf.org/viaf/69742024/,,"Albertano, da Brescia, active 13th century",,,,,,
71213,"71213 : Alberti, Leon Battista, 1404-1472","Alberti, Leon Battista, 1404-1472",,,Leon Battista Alberti,,,Neo-Latin,http://lccn.loc.gov/n79005570,https://id.loc.gov/authorities/names/n79005570,n79005570,http://viaf.org/viaf/29559625,,"Alberti, Leon Battista, 1404-1472","Alberti, Leon Battista 1404-1472",Alberti Leon Battista 1404-1472,"Alberti, Leon Battista 1404-1472","Alberti , Leon Battista","Alberti, Leone Battista 1404-1472",
70963,"70963 : Albertus, de Saxonia, -1390","Albertus, de Saxonia, -1390",Albertus de Saxonia,"Albert, Bishop of Halberstadt",Albert von Sachsen,,,Medieval,http://lccn.loc.gov/n83033529,https://id.loc.gov/authorities/names/n83033529,n83033529,http://viaf.org/viaf/23509947,,Albert of Saxony (Albertus de Saxonia 1316-1390),Albertus de Saxonia,Albert de Saxe 1316?-1390,Albertus de Saxonia 1316-1390,,Albert,https://www.worldcat.org/identities/lccn-n83033529
91386,"91386 : Albertus, Magnus, Saint, 1193?-1280","Albertus, Magnus, Saint, 1193?-1280",Albertus Magnus,Albertus Magnus,,,,Medieval,https://lccn.loc.gov/c.gov/authorities/names/n81007973,https://id.loc.gov/authorities/names/n81007973,n81007973,http://viaf.org/viaf/88125532,,,"Alberto Magno, Santo 1206-1280",,"Groß, Albrecht",,,https://www.worldcat.org/identities/lccn-n81007973
71915,71915 : Albinovanus Pedo,Albinovanus Pedo,Albinovanus Pedo,,,,,Classical,https://lccn.loc.gov/nr95021137,http://id.loc.gov/authorities/names/nr95021137,nr95021137,https://viaf.org/viaf/231971790,Albinovanus Pedo,Albinovanus Pedo ,,,,,,
87389,87389 : Albinus,Albinus,Albinus,,,,"Albinus, poet.",Classical,,,,,"Albinus, poet.",Albinus,,,,,,
70713,"70713 : Albricus, philosophus, active 13th century","Albricus, philosophus, active 13th century",Albricus Londoniensis,Alberic of London,,,,Medieval,http://lccn.loc.gov/n93081267,https://id.loc.gov/authorities/names/n93081267,n93081267,http://viaf.org/viaf/267277950,,,Albricus s. XIII,Albéric de Londres 11..-1220?,,,Albericus ca. 12./13. Jh Londoniensis,https://www.worldcat.org/identities/lccn-n93081267
52624,"52624 : Albuin, of Säben-Brixen, Saint","Albuin, of Säben-Brixen, Saint",Albuinus,Saint Albuin of Saben-Brixen,English,,,Medieval,http://lccn.loc.gov/no2010162748,https://id.loc.gov/authorities/names/no2010162748,no2010162748,http://viaf.org/viaf/144671829,,,,,,,,https://www.worldcat.org/identities/lccn-no2010162748
52625,"52625 : Alcher, de Clairvaux","Alcher, de Clairvaux",Alcherus Claraevallensis,Alcher of Clairvaux,,,,Medieval,https://lccn.loc.gov/no2006019877,http://id.loc.gov/authorities/names/no2006019877,no2006019877,http://viaf.org/viaf/64396114,,,,,,,,
71215,"71215 : Alciati, Andrea, 1492-1550","Alciati, Andrea, 1492-1550",Andreas Alciatus,,Andrea Alciato,,,Neo-Latin,http://lccn.loc.gov/n80037772,https://id.loc.gov/authorities/names/n80037772,n80037772,http://viaf.org/viaf/51699991,,,"Alciati, Andrea 1492-1550",Alciat André 1492-1550,"Alciati, Andrea 1492-1550","Alciati , Andrea","Alciat, André 1492-1550",https://www.worldcat.org/identities/lccn-n80037772
89858,"89858 : Alcimus Alethius, Latinus 355","Alcimus Alethius, Latinus 355",Alcimus Alethius,,,,,Medieval,,,,http://viaf.org/viaf/59475555,,"Alcimus Alethius, Latinus um 355 n. Chr",,,"Alcimus Alethius, Latinus 355",,,
71535,"71535 : Alcock, John, 1430-1500","Alcock, John, 1430-1500",Johannes Alcock,John Acton,,,,Medieval,http://lccn.loc.gov/nr92044424,https://id.loc.gov/authorities/names/nr92044424,nr92044424,http://viaf.org/viaf/22530601,,,,Alcock John ca 1430-1500,Johannes Alcock 1430-1500,,"Alcock, John 1430-1500",https://www.worldcat.org/identities/lccn-nr92044424
44512,"44512 : Alcuin, 735-804","Alcuin, 735-804",Alcuinus Turonensis,Alcuin,Alcuin,,,Medieval,http://lccn.loc.gov/n50042175,https://id.loc.gov/authorities/names/n50042175,n50042175,http://viaf.org/viaf/96533523,,"Alcuin, 735-804",Alcuino,Alcuin 0732?-0804,"Alcuinus, Flaccus 735-804",Alcuinus,"Alcuinus, Albinus Flaccus",https://www.worldcat.org/identities/lccn-n50042175
45065,"45065 : Aldebald, of Lérins ","Aldebald, of Lérins ",Aldebaldus Lerinensis,Aldebald of Lérins ,,,,Medieval,,,,http://viaf.org/viaf/443598,,,,,Aldebaldus Lerinensis ca. 10./11. Jh.,,,
90365,"90365 : Aldegati , Marcantonio","Aldegati , Marcantonio",,,,,,Neo-Latin,,,,http://viaf.org/viaf/289118227,,,,,,"Aldegati , Marcantonio","Aldegati, Marcantonio",
45073,"45073 : Aldhelm, Saint","Aldhelm, Saint",Aldhelmus Scireburnensis,Aldhelm of Sherborne,Aldhelm of Malmesbury,,,Medieval,http://lccn.loc.gov/n84154670,https://id.loc.gov/authorities/names/n84154670,n84154670,http://viaf.org/viaf/9867251,,"Aldhelm, Saint, 640?-709",,Aldhelm 0639?-0709 saint,Aldhelmus Schireburnensis 640-709,,Aldhelm ca 640-709) (św. ;,https://www.worldcat.org/identities/lccn-n84154670
52627,"52627 : Aldobrandinus, de Toscanella","Aldobrandinus, de Toscanella",Aldobrandinus Viterbiensis,Aldobrandin of Tuscania,,,,Medieval,http://lccn.loc.gov/nr95003091,https://id.loc.gov/authorities/names/nr95003091,nr95003091,http://viaf.org/viaf/31883329,,,,,,,,https://www.worldcat.org/identities/lccn-nr95003091
71217,"71217 : Aldrovandi, Ulisse, 1522-1605?","Aldrovandi, Ulisse, 1522-1605?",Ulysses Aldrovandus,,Ulisse Aldrovandi,,,Neo-Latin,http://lccn.loc.gov/n50035572,https://id.loc.gov/authorities/names/n50035572,n50035572,http://viaf.org/viaf/100190422,,,"Aldrovandi, Ulisse 1522-1605",Aldrovandi Ulisse 1522-1605,"Aldrovandi, Ulisse 1522-1605","Aldrovandi , Ulisse ","Aldrovandi, Ulisse 1522-1605",https://www.worldcat.org/identities/lccn-n50035572
70950,"70950 : Aleandro, Girolamo, 1480-1542","Aleandro, Girolamo, 1480-1542",Hieronymus Aleander,,,,,Neo-Latin,http://lccn.loc.gov/no90016420,https://id.loc.gov/authorities/names/no90016420,no90016420,http://viaf.org/viaf/17319843,,,,Aleandro Gerolamo 1480-1542,"Aleander, Hieronymus 1480-1542","Aleandro , Girolamo ",Hieronymus Aleander,https://www.worldcat.org/identities/lccn-no90016420
89433,"89433 : Aleaume, Jean, active 15th century-16th century","Aleaume, Jean, active 15th century-16th century",,,,,,Neo-Latin,https://lccn.loc.gov/n93092049,http://id.loc.gov/authorities/names/n93092049,n93092049,https://viaf.org/viaf/69282914,,,,,,,,
71218,"71218 : Alegre, Francisco Javier, 1729-1788","Alegre, Francisco Javier, 1729-1788",Franciscus Xaverius Alegrius,,Francisco Javier Alegre,,,Neo-Latin,http://lccn.loc.gov/nr92001379,https://id.loc.gov/authorities/names/nr92001379,nr92001379,http://viaf.org/viaf/19758123,,,"Alegre, Francisco Javier 1729-1788",Alegre Francisco Javier 1729-1788,"Alegre, Francisco Javier 1729-1788",,"Alegre, Francisco Javier 1729-1788 S.I.",https://www.worldcat.org/identities/lccn-nr92001379
71219,"71219 : Alembert, Jean Le Rond d', 1717-1783","Alembert, Jean Le Rond d', 1717-1783",,,Jean Le Rond d’Alembert,,,Neo-Latin,http://lccn.loc.gov/n50059010,https://id.loc.gov/authorities/names/n50059010,n50059010,http://viaf.org/viaf/46756283,,,"Alembert, Jean Le Rond d' 1717-1783",Alembert D' 1717-1783,"Alembert, Jean Le Rond d' 1717-1783",Alembert : d',"Alembert, Jean Lerond d'",https://www.worldcat.org/identities/lccn-n50059010
52638,"52638 : Alexander III, Pope","Alexander III, Pope",Alexander III papa,Pope Alexander III,Pope Alexander III,,,Medieval,http://lccn.loc.gov/n82090954,https://id.loc.gov/authorities/names/n82090954,n82090954,http://viaf.org/viaf/307158035,,,,Alexandre III pape 11..-1181,Alexander III. Papst ?-1181,Alexander ,,
71173,"71173 : Alexander, Carpentarius, active 1429","Alexander, Carpentarius, active 1429",Alexander Carpentarius/ Alexander Anglus,Alexander Carpenter,,,,,http://lccn.loc.gov/n2001061460,https://id.loc.gov/authorities/names/n2001061460,n2001061460,http://viaf.org/viaf/307159491,,,,,Alexander Halensis 1170-1245,,Alexander 1170-1245 Halensis,https://www.worldcat.org/identities/lccn-n2001061460
44513,"44513 : Alexander, de Villa Dei","Alexander, de Villa Dei",Alexander Dolensis,Alexander of Villedieu,Alexandre de Villedieu,,,Medieval,http://lccn.loc.gov/n87113424,https://id.loc.gov/authorities/names/n87113424,n87113424,http://viaf.org/viaf/2583890,,,,Alexandre de Villedieu 1170?-1240?,,,Alexander de Villa Dei 1170-1250,
71171,"71171 : Alexander, Magister, active 1210-1230","Alexander, Magister, active 1210-1230",Alexander Magister,,Alexandre (atelier),,,Medieval,http://lccn.loc.gov/nr99011573,https://id.loc.gov/authorities/names/nr99011573,nr99011573,http://viaf.org/viaf/36837254,,,,,,,,https://www.worldcat.org/identities/lccn-nr99011573
89384,"89384 : Alexander, of Aphrodisias","Alexander, of Aphrodisias",,,,,,Classical,https://lccn.loc.gov/n80024530,http://id.loc.gov/authorities/names/n80024530,n80024530,https://viaf.org/viaf/95239377,,,,,,,,
52628,"52628 : Alexander, of Ashby","Alexander, of Ashby",Alexander Essebiensis,Alexander of Ashby,,,,Medieval,http://lccn.loc.gov/no2004020034,https://id.loc.gov/authorities/names/no2004020034,no2004020034,http://viaf.org/viaf/12543979,,,,Alexandre d'Ashby 1148?-1209?,,,Alexander Essebiensis 1150-1210,https://www.worldcat.org/identities/lccn-no2004020034
71172,"71172 : Alexander, of Canterbury, active 1120","Alexander, of Canterbury, active 1120",,,,,,Medieval,http://lccn.loc.gov/nr96002023,https://id.loc.gov/authorities/names/nr96002023,nr96002023,http://viaf.org/viaf/78673926,,,,,,,,https://www.worldcat.org/identities/lccn-nr96002023
71174,"71174 : Alexander, of Hales, approximately 1185-1245","Alexander, of Hales, approximately 1185-1245",Doctor Irrefragabilis,Alexander of Hales,,,,Medieval,http://lccn.loc.gov/nr88011156,https://id.loc.gov/authorities/names/nr88011156,nr88011156,http://viaf.org/viaf/95294006,,,,Alexandre de Halès 1185-1245,,Alexander : Halensis,Alexander approximately 1185-1245 of Hales,https://www.worldcat.org/identities/lccn-nr88011156
89566,"89566 : Alexander, of Lycopolis","Alexander, of Lycopolis",,,,,,Classical,https://lccn.loc.gov/n85315371,http://id.loc.gov/authorities/names/n85315371,n85315371,https://viaf.org/viaf/16224266,,,,,,,,
89768,"89768 : Alexander, of Tralles, approximately 525-approximately 605","Alexander, of Tralles, approximately 525-approximately 605",Alexander Trallianus,,,,,Classical,http://lccn.loc.gov/n85811814,https://id.loc.gov/authorities/names/n85811814,n85811814,http://viaf.org/viaf/79139373,,"Pseudo-Alexander, of Tralles, ca. 525-ca. 605",Alexandre de Tralles 525-605,Alexandre de Tralles 0525-0605,Alexander Trallianus ca. 6. Jh.,,,https://www.worldcat.org/identities/lccn-n85811814
89907,"89907 : Alexander, the Great, 356 B.C.-323 B.C.","Alexander, the Great, 356 B.C.-323 B.C.",Alexander Magnus,,,,,Classical,http://lccn.loc.gov/n79004067,https://id.loc.gov/authorities/names/n79004067,n79004067,http://viaf.org/viaf/101353608,,Alexander the Great 356 B.C.-323 B.C,Alejandro Magno,Alexandre lll roi de Macédoine 0356-0323 av. J.-C.,"Alexander III. Makedonien, König v356-v323",Alexander : Magnus,Alexandre 0356-0323 av. J.-C. roi de Macédoine,https://www.worldcat.org/identities/lccn-n79004067
44517,"44517 : Alfanus, Saint","Alfanus, Saint",Alphanus Salernitanus,Alfanus of Salerno,Alphanus Episcopus Beneventanus,,,Medieval,http://lccn.loc.gov/n2004021999,https://id.loc.gov/authorities/names/n2004021999,n2004021999,http://viaf.org/viaf/78747405,,"Alfanus, Saint, -1085",,Alfano de Salerne 1015?-1085,Alphanus Salernitanus 1020-1085,Alphanus,Alphanus,https://www.worldcat.org/identities/lccn-n2004021999
71964,"71964 : Alfenus Varus, P. (Publius), active 39 B.C.","Alfenus Varus, P. (Publius), active 39 B.C.",Publius Alfenus Varus,,,,,Classical,https://lccn.loc.gov/nr95037490,http://id.loc.gov/authorities/names/nr95037490,nr95037490,https://viaf.org/viaf/46655741,Publius Alfenus Varus,"Alfenus Varus, P. (Publius), fl. 39 B. C.",,,,,,
71916,71916 : Alfius Avitus,Alfius Avitus,Flavius Alphius Avitus,,,,Alfius Avitus,Classical,https://lccn.loc.gov/nr95021123,http://id.loc.gov/authorities/names/nr95021123,nr95021123,https://viaf.org/viaf/76206416,Alfius Avitus,Alfius Avitus,,,,,,
70833,"70833 : Alfonsus Bonhiminis, Bishop of Marrakech, -1353","Alfonsus Bonhiminis, Bishop of Marrakech, -1353",Alphonsus Bonihominis,,Alfonso Buenhombre,,,Medieval,http://lccn.loc.gov/nr94024080,https://id.loc.gov/authorities/names/nr94024080,nr94024080,http://viaf.org/viaf/97708924,,,,Bonihominis Alphonsus 13..?-1353?,Alphonsus de Buenhombre,,"Buenhombre, Alfonso",https://www.worldcat.org/identities/lccn-nr94024080
44967,"44967 : Alfred, King of England","Alfred, King of England",Alfredus,King Alfred the Great,Ælfrēd,,,Medieval,http://lccn.loc.gov/n80069041,https://id.loc.gov/authorities/names/n80069041,n80069041,http://viaf.org/viaf/10639246,,,,Alfred le Grand 0849-0899 roi d'Angleterre,"Alfred England, König 849-899",Alfred ,Alfred,https://www.worldcat.org/identities/lccn-n80069041
70705,"70705 : Alfred, of Sareshel","Alfred, of Sareshel",Alfredus Anglicus/ Alfredus Serehalensis,Alfred of Shareshill,,,,Medieval,http://lccn.loc.gov/n81126013,https://id.loc.gov/authorities/names/n81126013,n81126013,http://viaf.org/viaf/59109233,,,,,Alfredus Sereshalensis 1175-1245,,Alfred,https://www.worldcat.org/identities/lccn-n81126013
44515,"44515 : Alger, of Liège","Alger, of Liège",Algerus Leodiensis,Alger of Liège ,Alger de Liège,,,Medieval,http://lccn.loc.gov/n86110738,https://id.loc.gov/authorities/names/n86110738,n86110738,http://viaf.org/viaf/33483338,,,,Alger de Liège 1060?-1131?,Algerus Leodiensis 1070-1132,,Alger de Liège 1060?-1131?,https://www.worldcat.org/identities/lccn-n86110738
90376,"90376 : Alighieri, Pietro, -1364","Alighieri, Pietro, -1364",,,,,,Neo-Latin,http://lccn.loc.gov/n79018354,https://id.loc.gov/authorities/names/n79018354,n79018354,http://viaf.org/viaf/37043843,,,"Alighièri, Pietro m. 1364",Alighieri Pietro 129.?-1364,"Alighieri, Pietro 1300-1364","Alighieri , Pietro","Pietro Alighieri magistrato e critico letterario italiano, figlio di Dante",https://www.worldcat.org/identities/lccn-n79018354
89456,"89456 : Allen, Helen Mary, 1878-1960","Allen, Helen Mary, 1878-1960",,,,,,Neo-Latin,,,,https://viaf.org/viaf/10022378,,,,,,,,
89457,"89457 : Allen, P.S. (Percy Stafford), 1869-1933","Allen, P.S. (Percy Stafford), 1869-1933",,,,,,Neo-Latin,https://lccn.loc.gov/n87116037,http://id.loc.gov/authorities/names/n87116037,n87116037,https://viaf.org/viaf/24776636,,,,,,,,
91641,"91641 : Almeloveen, Theodoor Jansson ab, 1657-1712","Almeloveen, Theodoor Jansson ab, 1657-1712",,,,,,Neo-Latin,https://lccn.loc.gov/c.gov/authorities/names/n83329173,https://id.loc.gov/authorities/names/n83329173,n83329173,http://viaf.org/viaf/19829807,,,,Van Almeloveen Theodorus Janssonius 1657-1712,"Almeloveen, Theodoor Jansson ab 1657-1712",,"Almeloveen, Theodorus Janssonius van 1657-1712",https://www.worldcat.org/identities/lccn-n83329173
44516,"44516 : Alpert, von Metz","Alpert, von Metz",Albertus Metensis,Alpert of Metz,Alpert von Metz,,,Medieval,http://lccn.loc.gov/n85349683,https://id.loc.gov/authorities/names/n85349683,n85349683,http://viaf.org/viaf/79253809,,,,Albert de Metz,Albertus Metensis -ca. 1021/24,,Alpertus eerste helft 11e eeuw Mettensis,https://www.worldcat.org/identities/lccn-n85349683
90566,"90566 : Altilio, Gabriele, 1436-1501","Altilio, Gabriele, 1436-1501",,,,,,Neo-Latin,https://lccn.loc.gov/nr2005028471,https://id.loc.gov/authorities/names/nr2005028471,nr2005028471,http://viaf.org/viaf/19636924,,,,Altilio Gabriele 1440?-1501,"Altilio, Gabriello 1440-ca. 1501",,"Altilio, Gabriele 1436-1501",https://www.worldcat.org/identities/lccn-nr2005028471
44519,"44519 : Alulf, of Tournai","Alulf, of Tournai",Alulphus Tornacensis,Alulf of Tournai,Alulfus von Tournai,,,Medieval,,,,http://viaf.org/viaf/17561765,,Alulphus Tornacensis -1141,,Alulphe 10..-1144?,Alulphus Tornacensis -1144,,Alulphe 10..-1144?,
91777,"91777 : Alvares, Manuel, 1526-1583","Alvares, Manuel, 1526-1583",,,,,,Neo-Latin,https://lccn.loc.gov/c.gov/authorities/names/n85356861,https://id.loc.gov/authorities/names/n85356861,n85356861,http://viaf.org/viaf/100899394,,,,,"Alvares, Manuel 1526-1583","Alvaro , Emanuele","Alvarez, Manuel 1526-1583",https://www.worldcat.org/identities/lccn-n85356861
